,Unnamed: 0,Time,Frame,EyeTrackingEnabled,EyeCalibrationValid,EyeTrackingEnabledAndValid,EyeTrackingDataValid,GazeInputSource,EyeGazeOrigin.x,EyeGazeOrigin.y,EyeGazeOrigin.z,EyeGazeDirection.x,EyeGazeDirection.y,EyeGazeDirection.z,EyeHitInfo.distance,EyeHitPosition.x,EyeHitPosition.y,EyeHitPosition.z,EyeHitNormal.x,EyeHitNormal.y,EyeHitNormal.z,LocalEyeHitPosition.x,LocalEyeHitPosition.y,LocalEyeHitPosition.z,HeadGazeOrigin.x,HeadGazeOrigin.y,HeadGazeOrigin.z,HeadRotation.x,HeadRotation.y,HeadRotation.z,HeadRotation.w,HeadEulerAngles.x,HeadEulerAngles.y,HeadEulerAngles.z,HeadMovementDirection.x,HeadMovementDirection.y,HeadMovementDirection.z,HeadVelocity.x,HeadVelocity.y,HeadVelocity.z,transform.position.x,transform.position.y,transform.position.z,localTransform.position.x,localTransform.position.y,localTransform.position.z,localXAxis.x,localXAxis.y,localXAxis.z,localYAxis.x,localYAxis.y,localYAxis.z,localZAxis.x,localZAxis.y,localZAxis.z,Movement,GazeAngleX,GazeAngleY,TargetAngleX,TargetAngleY,CalibratedGazeAngleX,CalibratedGazeAngleY,euclideanError,recalibratedEuclideanError,cosineError
0,0,05/10/2023 16:19:56.257810,212,True,True,True,True,Eyes,1.330274,-0.3530127,-2.947219,-0.3356467,0.3299713,0.8823039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.122838,-0.08866066,3.064952,1.343249,-0.3553572,-2.95499,-0.07555887,-0.03626114,0.00503227,0.9964692,351.3604,355.764,0.8988187,0.4092722,-0.1084706,-0.9059414,0,0,0,0.6205822,0.3286886,-1.173427,-0.5795999,0.4008,1.915,0.9973196,0.0155087,0.07150575,-0.004549302,0.9885311,-0.1509491,-0.07302667,0.1502192,0.985952,moving,-20.82785,20.50521,-16.83913,11.82109,-16.53862369031508,10.6241722475878,9.55635010936707,1.234064888164281,8.820858810892732
1,1,05/10/2023 16:19:56.270698,213,True,True,True,True,Eyes,1.330206,-0.3530288,-2.947229,-0.3345237,0.3292585,0.8829964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.123238,-0.08824924,3.064817,1.343259,-0.3553556,-2.954985,-0.07551271,-0.03619527,0.005080301,0.9964748,351.3658,355.7713,0.9035867,0.4092419,-0.1084763,-0.9059544,0,0,0,0.6246243,0.3262002,-1.17266,-0.5758458,0.398204,1.915,0.9973282,0.01559119,0.07136809,-0.004658378,0.988544,-0.1508608,-0.0729026,0.1501253,0.9859754,moving,-20.74922,20.44987,-16.73618,11.74666,-16.47331420982153,10.583363010477472,9.583859052892004,1.192626642951737,8.851567007613385
2,2,05/10/2023 16:19:56.292773,214,True,True,True,True,Eyes,1.33017,-0.3530438,-2.947235,-0.3332198,0.3284109,0.8838048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.123827,-0.08666736,3.064681,1.343204,-0.3554453,-2.955035,-0.07530324,-0.03608463,0.005164677,0.9964943,351.3901,355.7837,0.9114413,0.4092129,-0.108482,-0.9059668,0,0,0,0.6284218,0.3231863,-1.171823,-0.5719537,0.3955124,1.915,0.9973425,0.01572772,0.0711384,-0.004858564,0.9886055,-0.1504512,-0.07269409,0.1497058,0.9860546,moving,-20.65788,20.38444,-16.62932,11.66944,-16.39749458354271,10.535020567196357,9.601068725595084,1.1578646178367034,8.873580623145273
3,3,05/10/2023 16:19:56.307601,215,True,True,True,True,Eyes,1.330135,-0.3530549,-2.947243,-0.3319553,0.3276018,0.8845806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.12458,-0.08551219,3.064429,1.343219,-0.3554547,-2.955019,-0.07514925,-0.03596034,0.005239144,0.99651,351.408,355.7976,0.9182822,0.4091856,-0.1084876,-0.9059784,0,0,0,0.632262,0.3197536,-1.170935,-0.5679669,0.3927555,1.915,0.9973589,0.0158465,0.07088224,-0.005036932,0.9886503,-0.1501508,-0.07245711,0.1493971,0.9861189,moving,-20.56953,20.32196,-16.51975,11.59031,-16.324123940758554,10.488921916290352,9.625093753875856,1.118626508711442,8.901748292370844
4,4,05/10/2023 16:19:56.317750,216,True,True,True,True,Eyes,1.330147,-0.3530637,-2.947247,-0.330522,0.3266717,0.8854607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.125338,-0.08611465,3.064165,1.343218,-0.3553792,-2.95506,-0.07517316,-0.03584401,0.005075756,0.9965132,351.4045,355.8125,0.8985068,0.4091602,-0.108493,-0.9059893,0,0,0,0.6364572,0.3166825,-1.169981,-0.5639243,0.3899601,1.915,0.9973789,0.01550513,0.07067494,-0.004727098,0.9886464,-0.150186,-0.07220118,0.1494582,0.9861284,moving,-20.46944,20.25046,-16.40851,11.51002,-16.241033030889106,10.43611042629335,9.637761350982913,1.0868902003796757,8.920135803280306
5,5,05/10/2023 16:19:56.337730,217,True,True,True,True,Eyes,1.330156,-0.35307,-2.94725,-0.3291389,0.3257869,0.8863015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.125818,-0.08749139,3.06395,1.343203,-0.3553917,-2.955065,-0.07537552,-0.03576728,0.005003219,0.9965011,351.3809,355.8217,0.8903474,0.4091375,-0.1084981,-0.9059989,0,0,0,0.64046,0.314062,-1.16915,-0.5602737,0.3874357,1.915,0.9973913,0.01536338,0.07053002,-0.004579472,0.988587,-0.1505815,-0.07203849,0.1498657,0.9860784,moving,-20.3731,20.18243,-16.30795,11.43749,-16.16102296200552,10.385924986895844,9.643620695884922,1.0617798883377738,8.931967567862953
6,6,05/10/2023 16:19:56.357535,218,True,True,True,True,Eyes,1.330233,-0.3530738,-2.947246,-0.3276261,0.3247788,0.8872315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.126163,-0.0883252,3.063732,1.343141,-0.3553389,-2.955031,-0.07548217,-0.03570475,0.00494071,0.9964955,351.3683,355.8293,0.8830485,0.4091173,-0.1085028,-0.9060075,0,0,0,0.6446432,0.3111719,-1.168126,-0.5565169,0.3848378,1.915,0.9974015,0.01523693,0.07041337,-0.004456646,0.9885561,-0.1507881,-0.07190511,0.1500825,0.9860552,moving,-20.26757,20.10559,-16.20436,11.36279,-16.0734752661861,10.32905342279538,9.640862375539854,1.0419895031123207,8.93633980332423
7,7,05/10/2023 16:19:56.367571,219,True,True,True,True,Eyes,1.330308,-0.3530789,-2.947241,-0.3261691,0.3238088,0.8881224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.126804,-0.0888747,3.063438,1.343131,-0.3553738,-2.954987,-0.07558648,-0.03559898,0.004948251,0.9964914,351.3563,355.8413,0.8834503,0.409101,-0.1085071,-0.9060143,0,0,0,0.6481981,0.3080725,-1.167426,-0.5525541,0.3820975,1.915,0.9974164,0.01524338,0.07020012,-0.004480176,0.9885244,-0.1509949,-0.07169619,0.1502903,0.9860388,moving,-20.16611,20.03182,-16.09496,11.28397,-15.989299699471436,10.274462380579198,9.648789662180432,1.0150220356112676,8.950382717807472
8,8,05/10/2023 16:19:56.392436,220,True,True,True,True,Eyes,1.330425,-0.3530801,-2.947234,-0.3245804,0.3227053,0.8891057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.127037,-0.08876738,3.063322,1.343143,-0.3554105,-2.954942,-0.07555884,-0.03556536,0.00490336,0.996495,351.3592,355.8456,0.8778511,0.4090884,-0.1085111,-0.9060196,0,0,0,0.6516566,0.3062578,-1.167132,-0.5487932,0.3794968,1.915,0.9974221,0.0151469,0.07014042,-0.004397793,0.9885337,-0.1509368,-0.07162238,0.1502392,0.9860519,moving,-20.05532,19.94861,-15.99104,11.20912,-15.897491898011692,10.212677657586564,9.638311956898882,1.0008239551189764,8.94784643554918
9,9,05/10/2023 16:19:56.407717,221,True,True,True,True,Eyes,1.330537,-0.3530832,-2.947226,-0.32305,0.3216406,0.8900483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.127478,-0.08777905,3.063194,1.343133,-0.3553664,-2.954958,-0.07538468,-0.03549171,0.004888372,0.9965108,351.3791,355.8545,0.8747213,0.4090801,-0.1085145,-0.9060229,0,0,0,0.6555597,0.3050095,-1.167007,-0.5446924,0.3766611,1.915,0.9974329,0.01509369,0.06999873,-0.00439157,0.9885865,-0.1505903,-0.07147276,0.1498963,0.9861149,moving,-19.94876,19.86855,-15.87759,11.12745,-15.809190450327351,10.153229813820232,9.642678796833378,0.9766183848134141,8.958836679963149
10,10,05/10/2023 16:19:56.422432,222,True,True,True,True,Eyes,1.330666,-0.3530848,-2.947217,-0.321376,0.320473,0.891075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.12789,-0.08728907,3.063019,1.343099,-0.3554133,-2.954929,-0.07535926,-0.0354138,0.004997442,0.9965149,351.3824,355.8626,0.8865296,0.4090756,-0.1085176,-0.9060245,0,0,0,0.6601626,0.3042229,-1.166428,-0.5412047,0.3742492,1.915,0.9974418,0.01529757,0.06982754,-0.004622535,0.988592,-0.1505472,-0.07133396,0.1498393,0.9861337,moving,-19.8324,19.781,-15.781,11.05796,-15.71277337091181,10.088210707134069,9.617965938887494,0.9721463696021861,8.943269367691888
11,11,05/10/2023 16:19:56.437688,223,True,True,True,True,Eyes,1.330789,-0.3530854,-2.947206,-0.3197635,0.3193519,0.8920571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.127999,-0.0867486,3.063012,1.343088,-0.3553944,-2.954955,-0.07529831,-0.03539024,0.005074032,0.99652,351.3897,355.8647,0.8949062,0.409075,-0.1085203,-0.9060245,0,0,0,0.6646088,0.3013377,-1.165375,-0.5373417,0.3715779,1.915,0.9974436,0.0154424,0.06977004,-0.004783097,0.9886088,-0.1504317,-0.0712983,0.1497134,0.9861554,moving,-19.72054,19.69711,-15.67392,10.98096,-15.620073855579124,10.02593044210798,9.609703650316172,0.9565463207374861,8.94274203850648
12,12,05/10/2023 16:19:56.457736,224,True,True,True,True,Eyes,1.330943,-0.3530834,-2.947192,-0.3180141,0.3181356,0.8931164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.128346,-0.08681092,3.062801,1.34305,-0.3553693,-2.954891,-0.07532993,-0.03532589,0.00512705,0.9965196,351.3862,355.8717,0.9006062,0.4090777,-0.1085225,-0.906023,0,0,0,0.6674929,0.2973301,-1.164524,-0.5334343,0.3688759,1.915,0.9974516,0.0155406,0.06963345,-0.004896216,0.9885982,-0.1504977,-0.07117832,0.1497732,0.986155,moving,-19.59941,19.60633,-15.56549,10.90303,-15.519689665253765,9.958539725605242,9.592702510575421,0.9456000999836833,8.934582022602193
